"","X.2","ExperimentID","Subcondition","Dep.measure","X.1","Paper.ID","row","exclude","Entered..by","Authors","Year","Experiment.name","N.subjects","num.data.1","num.data.2","N.unique.items","N.items.per.subj","num.data.items.1","num.data.items.2","Population","L1L1..L2L1..L1L2..L2L2","Auditory.prime","Target.task","Participant.produces.or.repeats.prime","Construction.type","Language","Lexical.boost.","Confederate.dialogue.","Lag","Quoted.text.from.original.paper.indicating.prediction.of.interest","Study.design","Dep.primed","participant.se..dep.primed.","Alt.primed","participant.se..alt.primed.","Simple.effect","se.on.diff","Other.pct","beta.from.lmer","std.error.on.beta","Dep.Omnibus.mean","Alt.Omnibus.mean","ANOVA.F1","ANOVA.F2","Baseline","participant.se..baseline.","Notes","X","p.repeats.prime","ID","StudyID","YearNum","L1","Other.pct.new","Alt.primed.new","Dep.primed.new"
"34",34,"12/Cai Z.G., /2011/Experiment 2/Mandarin, diff verb/dative","Mandarin, diff verb","DO",115,12,115,0,"AJ","Cai Z.G., Pickering M.J., Yan H., Branigan H.P.","2011","Experiment 2","72&72",72,72,"32","4&4",4,4,"College students in Guangzhou; L1 Cantonese, fluent in Mandarin","L2L1","1","PD",0,"dative","Mandarin/Cantonese","no","no","0","p. 436: ....We predicted withinand between-languagestructural priming, together with a lexical boost and acognate boost.","prime type (DO or PO) x verb meaning (same different) x prime language (Mandarin or Cantonese)",0.157894736807915,"",0.0494296577934277,"",0.1006944444,"",0.081597222205,NA,NA,NA,NA,"","",NA,"","0.46","0.06",0,"Cai Z.G., /2011/Experiment 2/Mandarin, diff verb/DO","12/Cai Z.G., /2011/Experiment 2",11,"L2L1",0.081597222205,0.0494296577934277,0.157894736807915
"35",35,"12/Cai Z.G., /2011/Experiment 2/Mandarin, diff verb/dative","Mandarin, diff verb","PO",114,12,114,0,"AJ","Cai Z.G., Pickering M.J., Yan H., Branigan H.P.","2011","Experiment 2","72&72",72,72,"32","4&4",4,4,"College students in Guangzhou; L1 Cantonese, fluent in Mandarin","L2L1","1","PD",0,"dative","Mandarin/Cantonese","no","no","0","p. 436: ....We predicted withinand between-languagestructural priming, together with a lexical boost and acognate boost.","prime type (DO or PO) x verb meaning (same different) x prime language (Mandarin or Cantonese)",0.950570342206572,"",0.842105263192085,"",0.09027777778,"",0.081597222205,NA,NA,NA,NA,"","",NA,"","0.46","0.06",0,"Cai Z.G., /2011/Experiment 2/Mandarin, diff verb/PO","12/Cai Z.G., /2011/Experiment 2",11,"L2L1",0.081597222205,0.842105263192085,0.950570342206572
"36",36,"12/Cai Z.G., /2011/Experiment 2/Mandarin, same verb/dative","Mandarin, same verb","DO",113,12,113,0,"AJ","Cai Z.G., Pickering M.J., Yan H., Branigan H.P.","2011","Experiment 2","72&72",72,72,"32","4&4",4,4,"College students in Guangzhou; L1 Cantonese, fluent in Mandarin","L2L1","1","PD",0,"dative","Mandarin/Cantonese","yes","no","0","p. 436: ....We predicted withinand between-languagestructural priming, together with a lexical boost and acognate boost.","prime type (DO or PO) x verb meaning (same different) x prime language (Mandarin or Cantonese)",0.253676470564879,"",0.0183150183130089,"",0.2222222222,"",0.0538194444449999,NA,NA,NA,NA,"","",NA,"","0.94","0.06",0,"Cai Z.G., /2011/Experiment 2/Mandarin, same verb/DO","12/Cai Z.G., /2011/Experiment 2",11,"L2L1",0.0538194444449999,0.0183150183130089,0.253676470564879
"37",37,"12/Cai Z.G., /2011/Experiment 2/Mandarin, same verb/dative","Mandarin, same verb","PO",112,12,112,0,"AJ","Cai Z.G., Pickering M.J., Yan H., Branigan H.P.","2011","Experiment 2","72&72",72,72,"32","4&4",4,4,"College students in Guangzhou; L1 Cantonese, fluent in Mandarin","L2L1","1","PD",0,"dative","Mandarin/Cantonese","yes","no","0","p. 436: ....We predicted withinand between-languagestructural priming, together with a lexical boost and acognate boost.","prime type (DO or PO) x verb meaning (same different) x prime language (Mandarin or Cantonese)",0.981684981686991,"",0.746323529435121,"",0.2256944444,"",0.0538194444449999,NA,NA,NA,NA,"","",NA,"","0.94","0.06",0,"Cai Z.G., /2011/Experiment 2/Mandarin, same verb/PO","12/Cai Z.G., /2011/Experiment 2",11,"L2L1",0.0538194444449999,0.746323529435121,0.981684981686991
"38",38,"13/Christians/2010//implausible/transitive","implausible","P",117,13,117,0,"AJ","Christianson K., Luke S.G., Ferreira F.","2010","","72&72",72,72,"12","3&3",3,3,"UIUC undergraduates","L1L1","1","PD",0,"transitive","English","no","no","0","p. 539: ...we might expect priming of passive structuresonly when passive primes are plausible, as implausible passivesmight be reprocessed to arrive at a structure that is consistent withthe semantic output. Furthermore, we might even expect semanticeffects on production subsequent to implausible active sentencesfor the same reason.","prime type (active/passive) x plausible (yes or no)",0.022,"0.0075",0.038,"0.011",-0.016,"",0,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph","",0,"Christians/2010//implausible/P","13/Christians/2010/",10,"L1L1",NA,NA,NA
"39",39,"13/Christians/2010//plausible/transitive","plausible","P",116,13,116,0,"AJ","Christianson K., Luke S.G., Ferreira F.","2010","","72&72",72,72,"12","3&3",3,3,"UIUC undergraduates","L1L1","1","PD",0,"transitive","English","no","no","0","p. 539: ...we might expect priming of passive structuresonly when passive primes are plausible, as implausible passivesmight be reprocessed to arrive at a structure that is consistent withthe semantic output. Furthermore, we might even expect semanticeffects on production subsequent to implausible active sentencesfor the same reason.","prime type (active/passive) x plausible (yes or no)",0.043,"0.01",0.027,"0.09",0.016,"",0,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph","",0,"Christians/2010//plausible/P","13/Christians/2010/",10,"L1L1",NA,NA,NA
"40",40,"14/Cleland A./2003/Experiment 1/diff noun, diff adj/NP","diff noun, diff adj","PN",121,14,121,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 1","16&16",16,16,"48","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x adj (same/diff) x noun (same/diff)",0.92,"0.06",0.825,"0.075",0.095,"",0.005,NA,NA,NA,NA,"F(1, 15) = 3.58","F(1, 47) = 7.42",NA,"","The numbers are from eyeballing a bar graph; ""27% priming effect when prime and target used the same noun and a 12% priming effect when prime and target used different nouns...a 24% priming effect when prime and target used the same adjective, and a 13% priming effect when they used different adjectives""","",0,"Cleland A./2003/Experiment 1/diff noun, diff adj/PN","14/Cleland A./2003/Experiment 1",3,"L1L1",NA,NA,NA
"41",41,"14/Cleland A./2003/Experiment 1/diff noun, same adj/NP","diff noun, same adj","PN",120,14,120,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 1","16&16",16,16,"48","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x adj (same/diff) x noun (same/diff)",0.94,"0.05",0.8,"0.05",0.14,"",0.005,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""27% priming effect when prime and target used the same noun and a 12% priming effect when prime and target used different nouns...a 24% priming effect when prime and target used the same adjective, and a 13% priming effect when they used different adjectives""","",0,"Cleland A./2003/Experiment 1/diff noun, same adj/PN","14/Cleland A./2003/Experiment 1",3,"L1L1",NA,NA,NA
"42",42,"14/Cleland A./2003/Experiment 1/same noun, diff adj/NP","same noun, diff adj","PN",119,14,119,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 1","16&16",16,16,"48","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x adj (same/diff) x noun (same/diff)",0.95,"0.04",0.75,"0.075",0.2,"",0.005,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""27% priming effect when prime and target used the same noun and a 12% priming effect when prime and target used different nouns...a 24% priming effect when prime and target used the same adjective, and a 13% priming effect when they used different adjectives""","",0,"Cleland A./2003/Experiment 1/same noun, diff adj/PN","14/Cleland A./2003/Experiment 1",3,"L1L1",NA,NA,NA
"43",43,"14/Cleland A./2003/Experiment 1/same noun, same adj/NP","same noun, same adj","PN",118,14,118,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 1","16&16",16,16,"48","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x adj (same/diff) x noun (same/diff)",0.99,"0.01",0.66,"0.09",0.33,"",0.005,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""27% priming effect when prime and target used the same noun and a 12% priming effect when prime and target used different nouns...a 24% priming effect when prime and target used the same adjective, and a 13% priming effect when they used different adjectives""","",0,"Cleland A./2003/Experiment 1/same noun, same adj/PN","14/Cleland A./2003/Experiment 1",3,"L1L1",NA,NA,NA
"44",44,"14/Cleland A./2003/Experiment 2/related/NP","related","PN",123,14,123,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 2","18&18",18,18,"36","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x sem. related noun (same/related/unrelated)",0.98,"0.02",0.67,"0.075",0.31,"",0.002,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""47% priming when prime and target used the same noun, 31% priming when prime and target used semantically related nouns, and 8% priming when prime and target used unrelated nouns""","",0,"Cleland A./2003/Experiment 2/related/PN","14/Cleland A./2003/Experiment 2",3,"L1L1",NA,NA,NA
"45",45,"14/Cleland A./2003/Experiment 2/same/NP","same","PN",122,14,122,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 2","18&18",18,18,"36","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x sem. related noun (same/related/unrelated)",0.98,"0.02",0.51,"0.09",0.47,"",0.002,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""47% priming when prime and target used the same noun, 31% priming when prime and target used semantically related nouns, and 8% priming when prime and target used unrelated nouns""","",0,"Cleland A./2003/Experiment 2/same/PN","14/Cleland A./2003/Experiment 2",3,"L1L1",NA,NA,NA
"46",46,"14/Cleland A./2003/Experiment 2/unrelated/NP","unrelated","PN",124,14,124,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 2","18&18",18,18,"36","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x sem. related noun (same/related/unrelated)",0.93,"0.04",0.85,"0.05",0.08,"",0.002,NA,NA,NA,NA,"F(1, 17) = 2.68","F(1, 35) = 3.48",NA,"","The numbers are from eyeballing a bar graph; ""47% priming when prime and target used the same noun, 31% priming when prime and target used semantically related nouns, and 8% priming when prime and target used unrelated nouns""","",0,"Cleland A./2003/Experiment 2/unrelated/PN","14/Cleland A./2003/Experiment 2",3,"L1L1",NA,NA,NA
"47",47,"14/Cleland A./2003/Experiment 3/related/NP","related","PN",126,14,126,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 3","18&18",18,18,"36","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x phon. related noun (same/related/unrelated)",0.98,"0.02",0.87,"0.05",0.11,"",0.005,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""31% priming when prime and target used the same noun, 11% priming when prime and target used semantically [sic] related nouns, and 11% priming when prime and target used unrelated nouns""","",0,"Cleland A./2003/Experiment 3/related/PN","14/Cleland A./2003/Experiment 3",3,"L1L1",NA,NA,NA
"48",48,"14/Cleland A./2003/Experiment 3/same/NP","same","PN",125,14,125,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 3","18&18",18,18,"36","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x phon. related noun (same/related/unrelated)",0.99,"0.01",0.68,"0.08",0.31,"",0.005,NA,NA,NA,NA,"","",NA,"","The numbers are from eyeballing a bar graph; ""31% priming when prime and target used the same noun, 11% priming when prime and target used semantically [sic] related nouns, and 11% priming when prime and target used unrelated nouns""","",0,"Cleland A./2003/Experiment 3/same/PN","14/Cleland A./2003/Experiment 3",3,"L1L1",NA,NA,NA
"49",49,"14/Cleland A./2003/Experiment 3/unrelated/NP","unrelated","PN",127,14,127,0,"AJ","Cleland A.A., Pickering M.J.","2003","Experiment 3","18&18",18,18,"36","6&6",6,6,"University of Edinburgh community","L1L1","1","PD",0,"NP","English","yes","yes","0","","prime type (pre-nom/RC) x phon. related noun (same/related/unrelated)",0.98,"0.02",0.87,"0.04",0.11,"",0.005,NA,NA,NA,NA,"F(1, 17) = 5.30","F(1, 35) = 1.35",NA,"","The numbers are from eyeballing a bar graph; ""31% priming when prime and target used the same noun, 11% priming when prime and target used semantically [sic] related nouns, and 11% priming when prime and target used unrelated nouns""","",0,"Cleland A./2003/Experiment 3/unrelated/PN","14/Cleland A./2003/Experiment 3",3,"L1L1",NA,NA,NA
"50",50,"16/Ferreira V/2008//lag 0/dative","lag 0","PO",134,16,131,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"dative","English","no","no","0","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.79,"",0.47,"",0.32,"",NA,NA,NA,NA,NA,"","",NA,"","numbers from data sent by VF (folder 16)","",1,"Ferreira V/2008//lag 0/PO","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"51",51,"16/Ferreira V/2008//lag 0/transitive","lag 0","P",135,16,131.5,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"transitive","English","no","no","0","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.43,"",0.44,"",-0.01,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 0/P","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"52",52,"16/Ferreira V/2008//lag 1/dative","lag 1","PO",136,16,132,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"dative","English","no","no","filler","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.72,"",0.63,"",0.09,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 1/PO","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"53",53,"16/Ferreira V/2008//lag 1/transitive","lag 1","P",137,16,132.5,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.43,"",0.37,"",0.06,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 1/P","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"54",54,"16/Ferreira V/2008//lag 10/dative","lag 10","PO",140,16,134,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"dative","English","no","no","filler","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.7,"",0.59,"",0.11,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 10/PO","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"55",55,"16/Ferreira V/2008//lag 10/transitive","lag 10","P",141,16,134.5,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.51,"",0.44,"",0.07,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 10/P","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"56",56,"16/Ferreira V/2008//lag 6/dative","lag 6","PO",138,16,133,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"dative","English","no","no","filler","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.7,"",0.67,"",0.03,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 6/PO","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
"57",57,"16/Ferreira V/2008//lag 6/transitive","lag 6","P",139,16,133.5,0,"KM","Ferreira V.S., Bock K., Wilson M.P., Cohen N.J.","2008","","4&4",4,4,"16","8&8",8,8,"middle-aged controls for 4 amnesic patients","L1L1","1","PD",1,"transitive","English","no","no","filler","p. 941: ""If the abstract, relational information underlying syntactic persistence is grounded in procedural memory, then patients with amnesia should display syntactic persistence to the same extent as matched control subjects do, despite exhibiting impaired recognition memory for prime sentences.""","prime type (DO,PO,active,passive) x lag (0,1,6,10)",0.51,"",0.49,"",0.02,"",NA,NA,NA,NA,NA,"","",NA,"","","",1,"Ferreira V/2008//lag 6/P","16/Ferreira V/2008/",8,"L1L1",NA,NA,NA
